BaseName,Tag,Original_Value,Converted_Value,Change_Status
8 ENTrEVISTA 8,PDF:Producer,,Adobe PDF Library 25.1.159,Added in converted
8 ENTrEVISTA 8,PDF:Subject,,,Modified
8 ENTrEVISTA 8,PDF:TaggedPDF,,Yes,Added in converted
8 ENTrEVISTA 8,PDF:Title,,8 ENTrEVISTA 8,Added in converted
8 ENTrEVISTA 8,System:Directory,C:/Users/lstuch1/Desktop/Flash Drive #1 Action w DOC,C:/Users/lstuch1/Desktop/Flash Drive #1 Action w DOC,Unchanged
8 ENTrEVISTA 8,System:FileAccessDate,2026:02:05 12:31:43-05:00,2026:02:05 12:31:43-05:00,Unchanged
8 ENTrEVISTA 8,System:FileCreateDate,2026:02:05 11:57:56-05:00,2026:02:05 11:58:44-05:00,Modified
8 ENTrEVISTA 8,System:FileModifyDate,2010:11:16 09:51:26-05:00,2026:02:05 11:58:45-05:00,Modified
8 ENTrEVISTA 8,System:FileName,8 ENTrEVISTA 8.doc,8 ENTrEVISTA 8.pdf,Modified
8 ENTrEVISTA 8,System:FilePermissions,-rw-rw-rw-,-rw-rw-rw-,Unchanged
8 ENTrEVISTA 8,System:FileSize,45 kB,186 kB,Modified
8 ENTrEVISTA 8,XMP-dc:Creator,,Marcelo,Added in converted
8 ENTrEVISTA 8,XMP-dc:Description,,,Modified
8 ENTrEVISTA 8,XMP-dc:Format,,application/pdf,Added in converted
8 ENTrEVISTA 8,XMP-dc:Title,,8 ENTrEVISTA 8,Added in converted
8 ENTrEVISTA 8,XMP-pdf:Keywords,,,Modified
8 ENTrEVISTA 8,XMP-pdf:Producer,,Adobe PDF Library 25.1.159,Added in converted
8 ENTrEVISTA 8,XMP-pdfaExtension:SchemasNamespaceURI,,http://ns.adobe.com/xap/1.0/mm/,Added in converted
8 ENTrEVISTA 8,XMP-pdfaExtension:SchemasPrefix,,xmpMM,Added in converted
8 ENTrEVISTA 8,XMP-pdfaExtension:SchemasPropertyCategory,,internal,Added in converted
8 ENTrEVISTA 8,XMP-pdfaExtension:SchemasPropertyDescription,,UUID based identifier for specific incarnation of a document,Added in converted
8 ENTrEVISTA 8,XMP-pdfaExtension:SchemasPropertyName,,InstanceID,Added in converted
8 ENTrEVISTA 8,XMP-pdfaExtension:SchemasPropertyValueType,,URI,Added in converted
8 ENTrEVISTA 8,XMP-pdfaExtension:SchemasSchema,,XMP Media Management Schema,Added in converted
8 ENTrEVISTA 8,XMP-pdfaid:Conformance,,U,Added in converted
8 ENTrEVISTA 8,XMP-pdfaid:Part,,2,Added in converted
8 ENTrEVISTA 8,XMP-x:XMPToolkit,,"Adobe XMP Core 9.1-c001 79.675d0f7, 2023/06/11-19:21:16        ",Added in converted
8 ENTrEVISTA 8,XMP-xmp:CreateDate,,2026:02:05 11:58:35-05:00,Added in converted
8 ENTrEVISTA 8,XMP-xmp:CreatorTool,,Acrobat PDFMaker 25 for Word,Added in converted
8 ENTrEVISTA 8,XMP-xmp:MetadataDate,,2026:02:05 11:58:45-05:00,Added in converted
8 ENTrEVISTA 8,XMP-xmp:ModifyDate,,2026:02:05 11:58:45-05:00,Added in converted
8 ENTrEVISTA 8,XMP-xmpMM:DocumentID,,uuid:06fbffae-cbae-4bfe-91da-e63c8b87624d,Added in converted
8 ENTrEVISTA 8,XMP-xmpMM:HistoryAction,,converted,Added in converted
8 ENTrEVISTA 8,XMP-xmpMM:HistoryInstanceID,,uuid:634778b5-dc0f-4520-b40f-c2b6fb319933,Added in converted
8 ENTrEVISTA 8,XMP-xmpMM:HistoryParameters,,converted to PDF/A-2u,Added in converted
8 ENTrEVISTA 8,XMP-xmpMM:HistorySoftwareAgent,,Preflight,Added in converted
8 ENTrEVISTA 8,XMP-xmpMM:HistoryWhen,,2026:02:05 11:58:45-05:00,Added in converted
8 ENTrEVISTA 8,XMP-xmpMM:InstanceID,,uuid:0c0652ed-37d8-406e-8ec3-529089a4f271,Added in converted
8 ENTrEVISTA 8,XMP-xmpMM:RenditionClass,,default,Added in converted
8 ENTrEVISTA 8,XMP-xmpMM:VersionID,,1,Added in converted
8 ENTrEVISTA 8,ï»¿SourceFile,C:/Users/lstuch1/Desktop/Flash Drive #1 Action w DOC/8 ENTrEVISTA 8.doc,C:/Users/lstuch1/Desktop/Flash Drive #1 Action w DOC/8 ENTrEVISTA 8.pdf,Modified
"ares da terra","ExifTool:ExifToolVersion","13.4","13.4","Unchanged"
"ares da terra","File:FileType","DOCX","PDF","Modified"
"ares da terra","File:FileTypeExtension","docx","pdf","Modified"
"ares da terra","File:MIMEType","application/vnd.openxmlformats-officedocument.wordprocessingml.document","application/pdf","Modified"
"ares da terra","ICC-header:CMMFlags","","Not Embedded, Independent","Added in converted"
"ares da terra","ICC-header:ColorSpaceData","","CMYK","Added in converted"
"ares da terra","ICC-header:ConnectionSpaceIlluminant","","0.9642 1 0.82491","Added in converted"
"ares da terra","ICC-header:DeviceAttributes","","Reflective, Glossy, Positive, Color","Added in converted"
"ares da terra","ICC-header:DeviceManufacturer","","Adobe Systems Inc.","Added in converted"
"ares da terra","ICC-header:DeviceModel","","","Modified"
"ares da terra","ICC-header:PrimaryPlatform","","Apple Computer Inc.","Added in converted"
"ares da terra","ICC-header:ProfileCMMType","","Adobe Systems Inc.","Added in converted"
"ares da terra","ICC-header:ProfileClass","","Output Device Profile","Added in converted"
"ares da terra","ICC-header:ProfileConnectionSpace","","Lab ","Added in converted"
"ares da terra","ICC-header:ProfileCreator","","Adobe Systems Inc.","Added in converted"
"ares da terra","ICC-header:ProfileDateTime","","2000:07:26 05:41:53","Added in converted"
"ares da terra","ICC-header:ProfileFileSignature","","acsp","Added in converted"
"ares da terra","ICC-header:ProfileID","","0","Added in converted"
"ares da terra","ICC-header:ProfileVersion","","2.1.0","Added in converted"
"ares da terra","ICC-header:RenderingIntent","","Perceptual","Added in converted"
"ares da terra","ICC_Profile:AToB0","","(Binary data 41478 bytes, use -b option to extract)","Added in converted"
"ares da terra","ICC_Profile:AToB1","","(Binary data 41478 bytes, use -b option to extract)","Added in converted"
"ares da terra","ICC_Profile:AToB2","","(Binary data 41478 bytes, use -b option to extract)","Added in converted"
"ares da terra","ICC_Profile:BToA0","","(Binary data 145588 bytes, use -b option to extract)","Added in converted"
"ares da terra","ICC_Profile:BToA1","","(Binary data 145588 bytes, use -b option to extract)","Added in converted"
"ares da terra","ICC_Profile:BToA2","","(Binary data 145588 bytes, use -b option to extract)","Added in converted"
"ares da terra","ICC_Profile:Gamut","","(Binary data 37009 bytes, use -b option to extract)","Added in converted"
"ares da terra","ICC_Profile:MediaWhitePoint","","0.7084 0.73595 0.57104","Added in converted"
"ares da terra","ICC_Profile:ProfileCopyright","","Copyright 2000 Adobe Systems, Inc.","Added in converted"
"ares da terra","ICC_Profile:ProfileDescription","","U.S. Web Coated (SWOP) v2","Added in converted"
"ares da terra","PDF:Author","","Casa","Added in converted"
